app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Snapchat,Social Networking,3.0,Average experience overall Really features Extremely the developer design design design Slightly Slightly,80,2.8.3,2023-10-18,user_4494,Thank you for your feedback!
Trello,Productivity,5.0,Great customer support too performance design the developer this update this update the developer Really Very design Slightly the developer features the app design Slightly,87,5.2.1,2023-06-22,user_8679,
Google Drive,Utilities,,Average experience overall features features,270,4.9.1,2022-04-29,user_7824,
PUBG Mobile,Games,5.0,Incredible features and smooth UI Extremely Slightly the developer features features design Extremely performance the app design Very performance,378,4.3.8,2023-07-14,user_6512,
Facebook,Social Networking,5.0,"Fantastic update, keeps getting better features this update design performance the app Really this update design the developer Slightly Very features Very performance performance",494,5.0.8,2022-06-17,user_3719,Thank you for your feedback!
Robinhood,Finance,,Works flawlessly on my iPhone the developer,166,4.6.0,2022-06-01,user_9866,Thank you for your feedback!
SoundCloud,Music,5.0,Changed my daily routine for the better design the developer Slightly Really Slightly performance,312,5.2.1,2022-01-02,user_1227,
Google Drive,Utilities,4.0,"Fantastic update, keeps getting better",250,5.0.7,2022-02-17,user_5029,Thank you for your feedback!
Airbnb,Travel,2.0,"Crashes constantly, very frustrating features performance the app design this update Very the app design performance Really features design Extremely",72,5.4.9,2022-06-08,user_8130,Thank you for your feedback!
YouTube,Entertainment,,Incredible features and smooth UI design features Very the app Really the app Extremely design design Slightly the app the app Slightly the developer,261,1.9.8,2022-06-14,user_9227,
Khan Academy,Education,5.0,Works flawlessly on my iPhone the app this update Really features Really Slightly performance performance,244,1.2.6,2022-07-03,user_7507,We're working on it.
TikTok,Social Networking,5.0,Absolutely love this app! Very performance the developer features Slightly features,62,3.7.3,2022-09-05,user_1165,We're working on it.
Netflix,Entertainment,5.0,Absolutely love this app! performance design performance Really Slightly Slightly the app Slightly the developer Extremely Slightly the app Very Slightly,367,5.3.7,2023-10-11,user_1405,
YouTube,Entertainment,5.0,Can't imagine life without it Slightly features the app features Very the app,182,2.3.4,2022-05-13,user_3448,We're working on it.
Apple Music,Music,4.0,"Five stars, highly recommend! performance performance Extremely Very performance",336,2.7.2,2022-07-10,user_6521,We're working on it.
Instagram,Social Networking,4.0,"Best app on my phone, period. Extremely",270,2.7.0,2022-01-08,user_9900,We're working on it.
Lightroom,Photo & Video,4.0,Super intuitive and fast Extremely design Extremely the app Extremely Very,351,2.1.8,2023-06-11,user_4449,We're working on it.
Snapchat,Social Networking,5.0,Can't imagine life without it the developer features Very the developer design the developer Really the app the app this update design the developer,401,3.1.7,2023-03-08,user_7318,We're working on it.
Fortnite,Games,1.0,"Buggy and slow, needs a lot of work Slightly performance Slightly performance the developer Really the app the developer performance",42,4.9.2,2023-03-22,user_5740,
Canva,Photo & Video,5.0,,487,5.6.8,2023-06-27,user_6941,We're working on it.
Instagram,Social Networking,5.0,Incredible features and smooth UI this update this update the developer this update,288,2.9.7,2023-09-21,user_8679,We're working on it.
Instagram,Social Networking,5.0,Changed my daily routine for the better the developer Really,188,2.1.9,2023-06-07,user_7129,We're working on it.
Google Drive,Utilities,2.0,"Buggy and slow, needs a lot of work performance performance the developer performance Very Really the app design performance this update the developer",215,1.6.7,2022-08-17,user_5876,Thank you for your feedback!
Strava,Health & Fitness,5.0,"Fantastic update, keeps getting better design design",338,5.8.6,2022-09-10,user_3331,We're working on it.
Yelp,Food & Drink,5.0,Can't imagine life without it design Really,480,5.5.2,2022-11-14,user_3402,Thank you for your feedback!
MyFitnessPal,Health & Fitness,5.0,,338,4.4.3,2023-08-10,user_7793,
Instacart,Food & Drink,4.0,Works flawlessly on my iPhone the developer features Extremely Extremely this update Slightly performance the app,452,4.5.3,2022-03-18,user_8699,
PayPal,Finance,5.0,"Fantastic update, keeps getting better Really Very design Really Very design",389,4.3.6,2023-11-19,user_7161,
Google Drive,Utilities,2.0,"Horrible update, they broke everything performance the developer the app performance design Very performance Extremely this update Extremely Extremely",239,1.6.6,2022-01-06,user_2573,We're working on it.
Pokemon GO,Games,5.0,Absolutely love this app!,482,3.8.8,2023-03-18,user_7493,
Disney+,Entertainment,5.0,"Fantastic update, keeps getting better features performance the app Slightly performance performance",79,5.9.3,2023-11-12,user_8684,We're working on it.
Apple Music,Music,,Has potential but needs polish Really features performance performance the developer Really Very Really,457,4.4.5,2023-10-16,user_2760,
VSCO,Photo & Video,5.0,Can't imagine life without it design performance the app features design Extremely the app Extremely features Extremely the app this update Really performance design,94,3.2.8,2023-08-10,user_1491,
MyFitnessPal,Health & Fitness,4.0,"Five stars, highly recommend! features Really Very this update design performance the app this update features this update Extremely",150,4.4.3,2022-09-28,user_6812,
Instacart,Food & Drink,4.0,"Five stars, highly recommend! the developer this update Slightly performance Really Extremely this update this update this update the developer",21,3.6.9,2023-10-18,user_3709,
TikTok,Social Networking,5.0,Incredible features and smooth UI Slightly this update this update Very Very design the developer,484,4.0.3,2023-06-01,user_8403,
Minecraft,Games,2.0,Lost all my data after update Extremely,205,3.6.9,2022-10-25,user_7254,Thank you for your feedback!
Minecraft,Games,5.0,Incredible features and smooth UI Extremely,450,4.4.7,2022-10-10,user_8529,Thank you for your feedback!
Disney+,Entertainment,5.0,Works flawlessly on my iPhone the developer design the app,82,2.2.1,2022-12-13,user_1725,
YouTube,Entertainment,5.0,Works flawlessly on my iPhone the developer features this update the app this update features Really this update the developer Really design Very,499,5.9.3,2022-08-09,user_4550,
Notion,Productivity,5.0,Great customer support too performance the developer Really design this update Slightly Really design Very Slightly design Very this update,123,1.0.1,2022-07-08,user_5821,
Coursera,Education,3.0,OK but could use some improvements features this update,11,4.1.9,2022-10-30,user_2899,
Headspace,Health & Fitness,4.0,Can't imagine life without it design,330,3.1.9,2022-04-08,user_4647,We're working on it.
Strava,Health & Fitness,3.0,Gets the job done this update performance,139,4.1.7,2022-01-08,user_9786,
Etsy,Shopping,5.0,Incredible features and smooth UI this update Extremely Very design,96,5.5.0,2023-05-18,user_2661,We're working on it.
Duolingo,Education,4.0,"Best app on my phone, period. features Extremely design Really",411,2.4.9,2022-12-28,user_3673,
Among Us,Games,4.0,Works flawlessly on my iPhone Really Really features Extremely design Really features the app,117,5.8.5,2023-01-30,user_3531,Thank you for your feedback!
Twitter,Social Networking,3.0,"Decent app, does what it says Slightly Really features features Very the app features Very Really Extremely Really Slightly",32,3.1.6,2022-11-22,user_9034,
Trello,Productivity,4.0,"Best app on my phone, period. this update Really the developer",367,5.1.1,2023-11-15,user_3158,
Google Drive,Utilities,4.0,Works flawlessly on my iPhone Very Very Slightly design this update the app performance,213,2.0.6,2022-06-04,user_4623,
VSCO,Photo & Video,4.0,Can't imagine life without it this update the developer performance features design design design performance the developer this update the app this update features,449,3.0.5,2022-06-17,user_2459,
Todoist,Productivity,3.0,"Decent app, does what it says performance Really Very performance performance features",166,5.0.4,2022-09-19,user_7669,
Google Maps,Travel,5.0,"Best app on my phone, period. features Extremely design this update Extremely the app Slightly Extremely design Really the app this update design performance design",140,5.0.6,2022-05-15,user_8483,
Spotify,Music,5.0,"Five stars, highly recommend! this update Extremely the developer this update design this update Really Extremely the developer Extremely Slightly the developer the developer",390,3.9.5,2023-04-11,user_8259,Thank you for your feedback!
Evernote,Productivity,5.0,,13,5.5.3,2022-02-15,user_2568,Thank you for your feedback!
VSCO,Photo & Video,5.0,"Fantastic update, keeps getting better this update the developer Very features",127,4.8.5,2023-08-20,user_1234,
Google Drive,Utilities,5.0,"Five stars, highly recommend! the developer the app Slightly Very",247,4.6.2,2023-07-08,user_7537,Thank you for your feedback!
Minecraft,Games,5.0,Changed my daily routine for the better this update Very design the app this update features features the developer the app,279,1.1.6,2023-01-14,user_7200,
Venmo,Finance,4.0,"Fantastic update, keeps getting better Really Really Slightly features features Extremely performance Very Very",201,2.3.5,2022-06-05,user_6596,Thank you for your feedback!
Among Us,Games,5.0,Absolutely love this app! performance this update the developer the developer design the app Very features Really performance,391,1.5.3,2022-12-05,user_4263,
Microsoft Word,Productivity,2.0,"Too many ads, ruins the experience Slightly the app Slightly features the developer Extremely Very Very",156,1.0.9,2022-03-29,user_3406,We're working on it.
Snapchat,Social Networking,5.0,Incredible features and smooth UI performance performance Extremely the developer performance Extremely Really,321,5.7.8,2022-08-16,user_5345,
Google Drive,Utilities,5.0,"Fantastic update, keeps getting better this update this update the developer Slightly performance Really Very features Very Really the app features design features this update",324,5.1.0,2022-02-13,user_7272,
